"id"|"first_name"|"last_name"|"address_1"|"suburb"|"state"|"postcode"|"policy_type"|"claim_date"|"claim_amount"
10217|"Wayne"|"Ewing"|"Ap #912-707 In Ave"|"Murray Bridge"|"SA"|5253|"breakage"|"09/14/2015"|$12,992.76
10229|"Chadwick"|"Rosario"|"533-1681 Sem. Rd."|"Tamworth"|"NSW"|2340|"fire"|03/07/15|$40,425.90
10241|"Felix"|"Bowers"|"Ap #329-7498 Aliquet. Rd."|"Palmerston"|"NT"|830|"mud"|"02/15/2016"|$29,733.80
10253|"Wayne"|"Hansen"|"Ap #766-1230 Auctor St."|"Logan City"|"QLD"|"#N/A"|"fire"|10/04/15|$3,556.56
10265|"Amery"|"Clay"|"829-1432 Sed Rd."|"Armidale"|"NSW"|2350|"mud"|08/01/14|$18,007.17
10277|"Quentin"|"Wynn"|"Ap #479-2624 Integer Avenue"|"Parramatta"|"NSW"|1740|"mud"|05/12/14|$48,243.99
10289|"Travis"|"Woodward"|"5982 A Ave"|"Queanbeyan"|"NSW"|2620|"fire"|04/03/16|$30,601.52
10301|"Oscar"|"Foley"|"P.O. Box 507, 1525 Pede Street"|"Bundaberg"|"QLD"|4670|"mud"|"07/23/2014"|$21,299.70
10313|"Edward"|"Flowers"|"800-7600 Fermentum Road"|"Gladstone"|"QLD"|4680|"fire"|"03/25/2015"|$1,390.16
10325|"Isaac"|"Hester"|"9434 Nec St."|"Penrith"|"NSW"|2750|"breakage"|"01/29/2016"|$46,863.83
10337|"Otto"|"Moon"|"8758 Sed Ave"|"Caloundra"|"QLD"|4551|"fire"|11/10/15|$37,071.58
10349|"Martin"|"Leach"|"P.O. Box 312, 543 Suscipit, Ave"|"Albury"|"NSW"|2640|"breakage"|"03/20/2016"|$41,489.37
10361|"Yasir"|"Barrera"|"2417 Lorem Street"|"Port Pirie"|"SA"|5540|"flood"|"06/21/2015"|$2,687.33
10373|"Galvin"|"Curry"|"952-4878 Libero. St."|"Dubbo"|"NSW"|2830|"theft"|"08/21/2014"|$1,222.45
10385|"Jameson"|"Stanton"|"1638 Lobortis Street"|"Kalgoorlie-Boulder"|"WA"|"#N/A"|"theft"|11/11/14|$21,150.84
10397|"Philip"|"Donaldson"|"P.O. Box 865, 7256 Ornare, Ave"|"Palmerston"|"NT"|830|"breakage"|"05/19/2015"|$36,101.24
10409|"Logan"|"Oconnor"|"790-7885 A, Avenue"|"Canberra"|"ACT"|2600|"flood"|"12/26/2014"|$16,635.26
10421|"Elmo"|"Parsons"|"668-894 Tristique Av."|"Dubbo"|"NSW"|2830|"fire"|"04/24/2015"|$7,703.93
10433|"Warren"|"Reed"|"8579 Proin Rd."|"Sydney"|"NSW"|1001|"mud"|"03/29/2016"|$32,061.07
10445|"Wade"|"Roman"|"P.O. Box 404, 6786 Id St."|"Grafton"|"NSW"|2460|"flood"|"06/30/2014"|$26,162.74
10457|"Eric"|"Hyde"|"P.O. Box 178, 6727 Litora Rd."|"Shepparton"|"VIC"|3630|"breakage"|"11/17/2014"|$24,593.29
10469|"Joel"|"Riddle"|"P.O. Box 541, 2904 Amet Rd."|"Canberra"|"ACT"|2600|"theft"|"10/30/2014"|$32,519.09
10481|"Fulton"|"Stafford"|"8577 Curabitur St."|"Redcliffe"|"QLD"|4020|"fire"|"01/19/2016"|$22,122.18
10493|"Travis"|"Daugherty"|"859-2959 Suspendisse Street"|"Charters Towers"|"QLD"|4820|"breakage"|"09/15/2015"|$6,227.29
10505|"Quentin"|"Callahan"|"P.O. Box 140, 4671 Ultricies Street"|"Armidale"|"NSW"|2350|"fire"|"06/28/2014"|$25,839.13
10517|"Ferdinand"|"Barry"|"7905 Augue St."|"Albany"|"WA"|6330|"fire"|"02/15/2015"|$20,171.45
10529|"Amos"|"Sanders"|"608-9568 Etiam St."|"Bunbury"|"WA"|6230|"flood"|"09/15/2015"|$20,232.59
10541|"August"|"Weeks"|"P.O. Box 864, 3856 Eu Av."|"Perth"|"WA"|6000|"theft"|05/10/15|$31,004.30
10553|"Joseph"|"Barnes"|"Ap #910-1992 Eget Rd."|"Mackay"|"QLD"|4740|"theft"|"06/14/2015"|$18,643.19
10565|"Arsenio"|"Peterson"|"P.O. Box 493, 1248 Odio, St."|"Gold Coast"|"QLD"|"#N/A"|"theft"|"09/20/2014"|$22,973.00
10577|"Knox"|"Bean"|"P.O. Box 592, 5836 Vulputate, Ave"|"Grafton"|"NSW"|2460|"fire"|"07/28/2014"|$48,089.39
10589|"Rogan"|"Downs"|"P.O. Box 209, 8535 Diam Street"|"Melton"|"VIC"|3337|"fire"|09/10/14|$40,633.67
10601|"Adrian"|"Combs"|"867 Mauris Street"|"Shepparton"|"VIC"|3630|"breakage"|"09/21/2015"|$28,023.51
10613|"Gray"|"Randolph"|"7055 Nibh. Street"|"Gold Coast"|"QLD"|"#N/A"|"theft"|"06/22/2015"|$14,513.63
10625|"Ethan"|"Decker"|"3667 Turpis Avenue"|"Port Pirie"|"SA"|5540|"hail"|"02/28/2016"|$17,617.88
10637|"Benjamin"|"Forbes"|"1033 Sed, Av."|"Newcastle"|"NSW"|2300|"fire"|"10/21/2014"|$48,774.34
10649|"Lucius"|"Morin"|"P.O. Box 766, 4197 Hendrerit Ave"|"Melbourne"|"VIC"|3000|"flood"|"12/24/2015"|$17,757.23
10661|"Gregory"|"Delaney"|"973-1525 Inceptos Rd."|"Redcliffe"|"QLD"|4020|"theft"|"08/22/2015"|$2,690.67
10673|"Sawyer"|"Estrada"|"808-5984 Accumsan Rd."|"Redcliffe"|"QLD"|4020|"theft"|"10/18/2015"|$39,629.56
10685|"Patrick"|"Whitley"|"692-9301 Ipsum Rd."|"Swan Hill"|"VIC"|3585|"flood"|06/04/15|$35,306.51
10697|"Aladdin"|"Duffy"|"Ap #854-3594 Risus St."|"Bathurst"|"NSW"|2795|"mud"|"12/26/2014"|$29,906.93
10709|"Oren"|"Randall"|"P.O. Box 701, 1895 Commodo Rd."|"Queanbeyan"|"NSW"|2620|"mud"|10/04/14|$4,579.64
10721|"Castor"|"Walter"|"764-6608 Aenean Rd."|"Moe"|"VIC"|3825|"mud"|"09/25/2015"|$49,499.24
10733|"Cedric"|"Keller"|"P.O. Box 199, 5449 Nonummy. Ave"|"Bundaberg"|"QLD"|4670|"breakage"|"06/17/2014"|$20,601.93
10745|"Caleb"|"Donovan"|"169-375 Feugiat Rd."|"Benalla"|"VIC"|3671|"fire"|"10/15/2015"|$33,730.27
10757|"Salvador"|"Dillard"|"534-5454 Massa. Avenue"|"Sydney"|"NSW"|1001|"theft"|04/08/15|$36,162.75
10769|"Cody"|"Hubbard"|"P.O. Box 748, 259 Iaculis St."|"Dandenong"|"VIC"|3175|"flood"|10/05/14|$25,330.88
10781|"Chase"|"Case"|"P.O. Box 570, 3360 Lorem, Avenue"|"Bendigo"|"VIC"|3550|"breakage"|10/06/14|$27,975.63
10793|"Driscoll"|"Huffman"|"277-7124 Cras Rd."|"Victor Harbor"|"SA"|5211|"mud"|07/12/15|$1,448.97
10805|"Chaney"|"Strickland"|"P.O. Box 900, 7356 Vel, St."|"Liverpool"|"NSW"|1871|"hail"|"05/24/2015"|$6,761.63
10817|"Rogan"|"Lowery"|"387-2078 Magna. Road"|"Toowoomba"|"QLD"|4350|"flood"|"08/27/2014"|$41,851.52
10829|"Dean"|"Ross"|"981-1795 Phasellus Rd."|"Warrnambool"|"VIC"|3280|"flood"|10/08/15|$4,212.77
10841|"Ralph"|"Kirk"|"Ap #365-6406 Posuere, Street"|"Bathurst"|"NSW"|2795|"hail"|05/11/14|$34,296.60
10853|"Brody"|"Taylor"|"Ap #912-5520 Ornare, Avenue"|"Bathurst"|"NSW"|2795|"theft"|07/04/14|$34,444.19
10865|"Branden"|"Cook"|"545-3507 Turpis Rd."|"Ararat"|"VIC"|3377|"fire"|"09/28/2014"|$44,107.18
10877|"Emerson"|"Steele"|"524-6062 Pellentesque St."|"Bendigo"|"VIC"|3550|"hail"|"08/26/2014"|$45,731.62
10889|"Channing"|"Wilkinson"|"P.O. Box 768, 9621 Leo, Rd."|"Rockhampton"|"QLD"|4700|"hail"|"02/19/2016"|$42,419.82
10901|"Kirk"|"Burton"|"3795 Lorem, Rd."|"Shepparton"|"VIC"|3630|"fire"|11/05/15|$21,816.45
10913|"Xavier"|"Pruitt"|"120-2810 Nisi St."|"Wodonga"|"VIC"|3689|"fire"|06/03/14|$23,516.29
10925|"Emery"|"Blanchard"|"Ap #727-7115 Nisi. Street"|"Wodonga"|"VIC"|3689|"breakage"|"03/23/2015"|$14,365.23
10937|"Fuller"|"Boyle"|"Ap #555-1340 Mollis. St."|"Wagga Wagga"|"NSW"|2650|"hail"|"10/17/2015"|$32,751.64
10949|"Beau"|"Ortiz"|"916-7988 Consequat Road"|"Horsham"|"VIC"|3400|"theft"|10/09/14|$3,218.91
10961|"Cooper"|"Franks"|"P.O. Box 757, 2029 Vivamus St."|"Newcastle"|"NSW"|2300|"fire"|"06/24/2014"|$25,076.67
10973|"Asher"|"Decker"|"P.O. Box 435, 3415 Fermentum Street"|"Townsville"|"QLD"|4810|"fire"|06/07/14|$29,018.49
10985|"Francis"|"Wiggins"|"Ap #207-2489 Diam. Ave"|"Goulburn"|"NSW"|2580|"hail"|"05/14/2014"|$49,982.11
10997|"Preston"|"Stewart"|"P.O. Box 921, 251 Pede, St."|"Port Lincoln"|"SA"|5606|"mud"|06/12/15|$1,273.46
11009|"Lane"|"Hopkins"|"6174 Quis St."|"Bunbury"|"WA"|6230|"hail"|"03/18/2015"|$41,618.28
11021|"Burke"|"Roth"|"P.O. Box 615, 7145 Phasellus Avenue"|"Bairnsdale"|"VIC"|3875|"hail"|09/08/15|$7,881.03
11033|"David"|"Romero"|"214 Tortor. Ave"|"Parramatta"|"NSW"|1740|"breakage"|"07/18/2015"|$26,813.50
11045|"Lane"|"Suarez"|"619-9134 Imperdiet Street"|"Ipswich"|"QLD"|4305|"hail"|"07/27/2015"|$40,337.56
11057|"Sylvester"|"Carlson"|"352-8083 Vestibulum, Rd."|"Benalla"|"VIC"|3671|"theft"|"06/29/2015"|$42,497.98
11069|"Laith"|"Reeves"|"548-9401 Cras Street"|"Tamworth"|"NSW"|2340|"theft"|02/09/16|$36,084.37
11081|"Kennan"|"Callahan"|"4737 Tristique Road"|"Wollongong"|"NSW"|2500|"theft"|02/12/16|$21,810.83
11093|"Hall"|"Sosa"|"P.O. Box 432, 4697 Aliquam, Rd."|"Canning"|"WA"|"#N/A"|"hail"|"11/14/2014"|$29,993.19
11105|"Axel"|"David"|"880-7053 Interdum. St."|"Horsham"|"VIC"|3400|"mud"|"06/23/2014"|$2,898.43
11117|"Gil"|"Walker"|"680-5958 Vestibulum Street"|"Cockburn"|"WA"|"#N/A"|"theft"|"12/26/2015"|$31,894.47
11129|"Austin"|"Mejia"|"Ap #258-6214 Vehicula. Ave"|"Redcliffe"|"QLD"|4020|"fire"|"11/24/2014"|$22,632.53
11141|"Amos"|"Marshall"|"P.O. Box 887, 4209 A St."|"Hamilton"|"VIC"|3300|"breakage"|"12/13/2015"|$42,082.77
11153|"Zane"|"Harrell"|"P.O. Box 614, 6457 Egestas. Street"|"Melville"|"WA"|6156|"mud"|"04/20/2016"|$6,894.02
11165|"Magee"|"Britt"|"696-1334 Consequat Road"|"Victor Harbor"|"SA"|5211|"breakage"|"11/19/2014"|$49,330.33
11177|"Wallace"|"Parrish"|"P.O. Box 272, 3636 Taciti Rd."|"Broken Hill"|"NSW"|2880|"breakage"|05/04/14|$48,125.11
11189|"Abel"|"Rosario"|"410 Non Street"|"Traralgon"|"VIC"|3844|"flood"|"02/23/2015"|$26,195.23
11201|"Herrod"|"Freeman"|"9251 Sollicitudin St."|"Logan City"|"QLD"|"#N/A"|"theft"|"12/27/2015"|$25,160.93
11213|"Lucius"|"Richardson"|"Ap #610-8542 At Avenue"|"Redlands"|"QLD"|"#N/A"|"flood"|"03/27/2015"|$27,881.06
11225|"Bruno"|"Gay"|"P.O. Box 315, 7745 Nascetur Street"|"Parramatta"|"NSW"|1740|"hail"|02/08/16|$31,785.17
11237|"Quamar"|"Clayton"|"P.O. Box 966, 4891 Elit, Rd."|"Redcliffe"|"QLD"|4020|"flood"|"09/20/2015"|$12,909.26
11249|"Darius"|"Jennings"|"1584 Diam. Street"|"Frankston"|"VIC"|3199|"mud"|"07/14/2014"|$1,276.42
11261|"Dale"|"Hooper"|"Ap #662-2330 Feugiat Rd."|"Shepparton"|"VIC"|3630|"flood"|"08/26/2014"|$40,396.74
11273|"Sawyer"|"Mathews"|"1959 Cursus Road"|"Townsville"|"QLD"|4810|"hail"|02/04/16|$43,703.85
11285|"Ivor"|"Stone"|"P.O. Box 628, 6071 Nec Rd."|"Hamilton"|"VIC"|3300|"mud"|"12/31/2014"|$37,645.62
11297|"Alfonso"|"Lee"|"P.O. Box 804, 6927 Et St."|"Traralgon"|"VIC"|3844|"breakage"|"05/20/2015"|$18,454.93
11309|"Kibo"|"Wise"|"3715 Tristique Rd."|"Newcastle"|"NSW"|2300|"flood"|"08/29/2014"|$28,169.41
11321|"Malcolm"|"Nixon"|"761 Neque Road"|"Victor Harbor"|"SA"|5211|"mud"|"04/16/2016"|$39,455.71
11333|"Hector"|"Bullock"|"7953 Proin St."|"Cockburn"|"WA"|"#N/A"|"hail"|11/01/14|$27,176.91
11345|"Knox"|"Clayton"|"1366 Condimentum Av."|"Morwell"|"VIC"|3840|"fire"|"05/29/2015"|$5,152.38
11357|"Ivor"|"Small"|"412-6233 In Street"|"Greater Hobart"|"TAS"|"#N/A"|"hail"|"02/14/2015"|$34,261.37
11369|"Brandon"|"Woodward"|"P.O. Box 845, 8350 Donec St."|"Redcliffe"|"QLD"|4020|"theft"|05/10/14|$23,469.68
11381|"Grant"|"Hall"|"764-3073 Aliquam St."|"Murray Bridge"|"SA"|5253|"fire"|"09/18/2015"|$44,752.90
11393|"Fuller"|"Hodge"|"Ap #796-4737 Magnis St."|"Bendigo"|"VIC"|3550|"flood"|11/08/14|$10,384.61
11405|"August"|"Valenzuela"|"Ap #349-7317 Venenatis Av."|"Grafton"|"NSW"|2460|"hail"|11/02/15|$20,682.09
11417|"Tucker"|"Sandoval"|"5928 Ac, Ave"|"Queanbeyan"|"NSW"|2620|"flood"|"08/26/2015"|$35,473.89
11429|"Adrian"|"Vincent"|"3770 Erat Road"|"Ipswich"|"QLD"|4305|"flood"|"03/15/2015"|$46,887.43
11441|"Mufutau"|"Patton"|"7220 Quisque St."|"Bathurst"|"NSW"|2795|"breakage"|"07/29/2015"|$15,363.78
11453|"Otto"|"Bauer"|"Ap #101-2268 Ante. Ave"|"Blue Mountains"|"NSW"|"#N/A"|"breakage"|07/01/15|$27,312.43
11465|"Ezra"|"Harding"|"7349 Sit St."|"Blue Mountains"|"NSW"|"#N/A"|"fire"|"08/30/2015"|$12,206.28
11477|"Reese"|"Dalton"|"Ap #726-7623 Montes, Avenue"|"Rockingham"|"WA"|6168|"hail"|"10/23/2015"|$31,070.91
11489|"Cade"|"Harding"|"312-1703 Aliquet Rd."|"Wodonga"|"VIC"|3689|"hail"|"07/27/2014"|$19,232.11
11501|"Arden"|"Ewing"|"260-952 Porta Rd."|"Gold Coast"|"QLD"|"#N/A"|"hail"|"12/29/2015"|$46,756.42
11513|"Alvin"|"Rogers"|"P.O. Box 584, 6433 Scelerisque Street"|"Bayswater"|"WA"|6053|"fire"|10/05/15|$16,930.45
11525|"Vernon"|"Decker"|"2104 Nam St."|"Palmerston"|"NT"|830|"theft"|"04/24/2016"|$1,488.84
11537|"Orlando"|"Malone"|"Ap #761-324 Porttitor St."|"Gladstone"|"QLD"|4680|"mud"|"01/24/2016"|$21,462.97
11549|"Gavin"|"Wilder"|"P.O. Box 290, 5005 Lacus. Rd."|"Wodonga"|"VIC"|3689|"theft"|03/04/16|$40,505.07
11561|"Talon"|"Rodriquez"|"2466 Integer Avenue"|"Dubbo"|"NSW"|2830|"mud"|"04/14/2015"|$20,015.97
11573|"Alec"|"Robbins"|"6454 Vel St."|"Wollongong"|"NSW"|2500|"breakage"|"05/29/2015"|$32,479.79
11585|"Amir"|"Stevens"|"P.O. Box 513, 5234 Elit, Rd."|"Warrnambool"|"VIC"|3280|"flood"|12/12/14|$3,991.09
11597|"Wesley"|"Carson"|"427-4309 Pharetra Ave"|"Goulburn"|"NSW"|2580|"flood"|02/11/15|$34,508.23
11609|"Buckminster"|"Powers"|"4550 Non, Avenue"|"Armidale"|"NSW"|2350|"flood"|"04/19/2016"|$38,170.69
11621|"Daquan"|"Collins"|"P.O. Box 651, 6989 Nec St."|"Campbelltown"|"NSW"|2560|"breakage"|"05/16/2014"|$44,419.57
11633|"Lance"|"Hewitt"|"Ap #918-9540 A Rd."|"Maryborough"|"QLD"|4650|"hail"|01/01/15|$9,067.72
11645|"Rooney"|"Horton"|"9893 Justo Road"|"Redlands"|"QLD"|"#N/A"|"mud"|12/04/14|$48,034.71
11657|"Uriel"|"Weaver"|"P.O. Box 103, 4859 Nam Av."|"Geelong"|"VIC"|3220|"fire"|"10/27/2014"|$10,316.00
11669|"Andrew"|"Whitaker"|"9324 Vitae, Rd."|"Armidale"|"NSW"|2350|"fire"|"05/29/2014"|$3,098.42
11681|"Ivor"|"Hatfield"|"684 Nam Ave"|"Melbourne"|"VIC"|3000|"theft"|"10/28/2014"|$25,460.77
11693|"Vladimir"|"Charles"|"P.O. Box 477, 4035 Eget Street"|"Bundaberg"|"QLD"|4670|"flood"|"12/21/2014"|$14,239.31
11705|"Alec"|"Cohen"|"P.O. Box 532, 1865 Dignissim. Road"|"Ballarat"|"VIC"|3350|"hail"|"11/14/2014"|$3,508.53
11717|"Hyatt"|"Travis"|"Ap #534-2022 Sit Rd."|"Cairns"|"QLD"|4870|"theft"|"11/16/2015"|$20,926.86
11729|"Tucker"|"King"|"967-4070 Accumsan St."|"Toowoomba"|"QLD"|4350|"theft"|"03/19/2015"|$47,692.09
11741|"Henry"|"Kramer"|"1791 Rhoncus St."|"Mandurah"|"WA"|6210|"hail"|"12/21/2014"|$4,333.20
11753|"James"|"Madden"|"P.O. Box 228, 6306 Luctus Avenue"|"Albury"|"NSW"|2640|"hail"|"05/17/2015"|$18,318.88
11765|"Scott"|"Mccray"|"353-4748 Enim Rd."|"Wagga Wagga"|"NSW"|2650|"mud"|10/08/15|$45,324.32
11777|"Hayden"|"Rivers"|"387-4487 Vehicula Rd."|"Redlands"|"QLD"|"#N/A"|"breakage"|"10/26/2014"|$26,916.29
11789|"Xenos"|"Hardy"|"Ap #196-5893 Quam, Av."|"Goulburn"|"NSW"|2580|"hail"|"12/26/2014"|$48,497.08
11801|"Oscar"|"Hanson"|"P.O. Box 478, 6581 Dapibus Ave"|"Penrith"|"NSW"|2750|"theft"|09/07/14|$25,076.46
11813|"Porter"|"Lyons"|"7729 Orci Rd."|"Blue Mountains"|"NSW"|"#N/A"|"mud"|"03/21/2015"|$22,471.03
11825|"Bernard"|"Boone"|"822-3119 Nam Avenue"|"Swan Hill"|"VIC"|3585|"theft"|06/01/14|$26,672.02
11837|"Colorado"|"Bowers"|"2385 Quam Street"|"Canberra"|"ACT"|2600|"fire"|"10/18/2014"|$30,468.35
11849|"Carl"|"Emerson"|"624-2160 Aliquet, Avenue"|"Goulburn"|"NSW"|2580|"fire"|12/12/15|$37,677.01
11861|"Daquan"|"Guerrero"|"P.O. Box 193, 4854 A, Street"|"Horsham"|"VIC"|3400|"flood"|"01/24/2016"|$46,937.62
11873|"Dillon"|"Sloan"|"Ap #165-7623 Eu Road"|"Cairns"|"QLD"|4870|"mud"|07/06/14|$39,612.24
11885|"Arthur"|"Bernard"|"2417 Ultrices. Av."|"Adelaide"|"SA"|5000|"fire"|"11/30/2014"|$28,114.42
11897|"Hoyt"|"Mcgowan"|"Ap #132-3038 Elit Av."|"Sale"|"VIC"|3850|"breakage"|"04/25/2016"|$33,966.57
11909|"Steven"|"Villarreal"|"800-1595 Facilisis Rd."|"Ararat"|"VIC"|3377|"mud"|04/12/16|$32,849.65
11921|"Quentin"|"Gill"|"8555 Ornare, Street"|"Lithgow"|"NSW"|2790|"theft"|03/12/15|$11,944.56
11933|"Jerry"|"Webb"|"Ap #674-2108 Augue, Ave"|"Albury"|"NSW"|2640|"hail"|06/06/14|$21,158.64
11945|"Hyatt"|"Walters"|"1708 Nisi St."|"Sydney"|"NSW"|1001|"mud"|"11/30/2014"|$39,368.27
11957|"Baker"|"Crawford"|"P.O. Box 744, 6925 Gravida St."|"Grafton"|"NSW"|2460|"hail"|10/04/15|$9,567.47
11969|"Tate"|"Hardy"|"Ap #545-5860 Est Avenue"|"Horsham"|"VIC"|3400|"mud"|"08/13/2014"|$12,304.53
11981|"Tad"|"Finley"|"3043 A Ave"|"Orange"|"NSW"|2800|"breakage"|"02/23/2015"|$15,030.66
11993|"Paki"|"Flowers"|"Ap #173-6887 Lectus. Avenue"|"Newcastle"|"NSW"|2300|"fire"|09/06/14|$23,351.81
12005|"Christopher"|"Sweet"|"538-9738 Interdum. Road"|"Armadale"|"WA"|6112|"mud"|03/10/15|$42,920.72
12017|"Ralph"|"Collier"|"9654 Sem, Street"|"Albany"|"WA"|6330|"mud"|"02/17/2016"|$12,340.54
12029|"Michael"|"Haney"|"440-8720 Et St."|"Sydney"|"NSW"|1001|"theft"|"02/14/2015"|$26,700.70
12041|"Moses"|"Dorsey"|"Ap #575-1730 Nisi St."|"Penrith"|"NSW"|2750|"theft"|"04/26/2016"|$28,230.33
12053|"Hamilton"|"Ross"|"9769 Urna. Rd."|"Melville"|"WA"|6156|"hail"|"04/16/2016"|$21,179.81
12065|"Hoyt"|"Parker"|"393-5535 Ligula Road"|"Sydney"|"NSW"|1001|"hail"|04/03/16|$16,535.29
12077|"Dexter"|"Cervantes"|"497-7004 Cursus Street"|"Maryborough"|"QLD"|4650|"mud"|"11/23/2015"|$31,576.28
12089|"Graiden"|"Espinoza"|"P.O. Box 271, 3020 Eu Ave"|"Redlands"|"QLD"|"#N/A"|"fire"|07/03/14|$19,139.24
12101|"Harrison"|"Barrett"|"Ap #902-7662 Et, Rd."|"Liverpool"|"NSW"|1871|"fire"|07/04/15|$5,261.08
12113|"Peter"|"Wilkins"|"888-6104 Accumsan Av."|"Frankston"|"VIC"|3199|"breakage"|09/07/15|$18,885.24
12125|"Armand"|"Herrera"|"864-682 Donec Av."|"Moe"|"VIC"|3825|"mud"|08/06/15|$37,398.45
12137|"Lars"|"Benjamin"|"P.O. Box 537, 7267 Sapien. Rd."|"Redcliffe"|"QLD"|4020|"fire"|"10/25/2014"|$39,133.73
12149|"Acton"|"Ingram"|"P.O. Box 925, 8603 Felis. Road"|"Port Lincoln"|"SA"|5606|"breakage"|05/06/15|$28,190.09
12161|"Jerry"|"Dean"|"P.O. Box 675, 155 Erat. Ave"|"Ipswich"|"QLD"|4305|"flood"|"10/24/2015"|$18,550.90
12173|"Kennedy"|"Kelly"|"6272 Ipsum Av."|"Darwin"|"NT"|"#N/A"|"theft"|"01/16/2016"|$3,982.50
12185|"Dale"|"Carver"|"P.O. Box 996, 5375 Vivamus Av."|"Mildura"|"VIC"|3500|"fire"|"02/25/2015"|$36,478.13
12197|"Timothy"|"Weber"|"5991 Tincidunt Av."|"Frankston"|"VIC"|3199|"hail"|"05/25/2014"|$2,198.81
12209|"Mohammad"|"Gill"|"Ap #957-2577 Metus. Rd."|"Brisbane"|"QLD"|4000|"hail"|09/10/14|$9,206.71
12221|"Wyatt"|"Brady"|"6456 Mauris Avenue"|"Rockingham"|"WA"|6168|"hail"|06/12/15|$2,688.61
12233|"Randall"|"Padilla"|"P.O. Box 107, 2098 Sed St."|"Swan Hill"|"VIC"|3585|"fire"|"05/27/2015"|$46,135.37
12245|"Ian"|"Walsh"|"546 Velit Rd."|"Port Lincoln"|"SA"|5606|"mud"|"10/23/2015"|$40,311.17
12257|"Armand"|"Tyson"|"932-9535 Enim. Road"|"Ipswich"|"QLD"|4305|"mud"|01/11/16|$42,743.06
12269|"Giacomo"|"Stephenson"|"P.O. Box 198, 2780 Sem. St."|"Gosnells"|"WA"|6110|"theft"|"03/19/2016"|$46,341.64
12281|"Keefe"|"Anderson"|"9440 Cursus Ave"|"Mackay"|"QLD"|4740|"breakage"|"08/22/2014"|$18,594.24
12293|"Barrett"|"Walls"|"P.O. Box 843, 7885 Molestie Street"|"Redcliffe"|"QLD"|4020|"fire"|"11/27/2014"|$16,359.88
12305|"Caesar"|"Lyons"|"P.O. Box 356, 9956 Lectus, Road"|"Dubbo"|"NSW"|2830|"mud"|"04/28/2016"|$23,597.84
12317|"Marshall"|"Carey"|"Ap #421-2353 A, Rd."|"Redlands"|"QLD"|"#N/A"|"theft"|"11/18/2014"|$41,960.37
12329|"Kermit"|"Morris"|"4293 Natoque Street"|"Ballarat"|"VIC"|3350|"hail"|10/04/14|$1,222.03
12341|"Howard"|"Mcclain"|"P.O. Box 668, 105 Nec Road"|"Belgrave"|"VIC"|3160|"breakage"|"09/14/2014"|$30,184.64
12353|"Caldwell"|"Berger"|"2383 Mattis St."|"Canberra"|"ACT"|2600|"hail"|"06/29/2015"|$25,222.84
